application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings,employment_duration,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,outcome,default_flag,credit_amount_band,duration_band,age_band,automl_review_score,review_priority
APP-0175,< 0 DM,21,Past delay,Education,3414,< 100 DM,< 1 year,2,Male single,None,1,Building society savings or life insurance,26,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,91,High review
APP-0176,No checking account,30,All paid at this bank,Used car,7485,Unknown or none,Unemployed,4,Female divorced or married,None,1,Real estate,53,Bank,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,50+,60,High review
APP-0177,< 0 DM,12,Existing paid duly,Furniture or equipment,2577,< 100 DM,1 to 4 years,2,Male divorced,None,1,Car or other property,42,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,64,High review
APP-0178,< 0 DM,6,Critical or other credit,Radio or television,338,500 to 1000 DM,>= 7 years,4,Male single,None,4,Car or other property,52,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,43,Medium review
APP-0179,No checking account,12,Existing paid duly,Radio or television,1963,< 100 DM,4 to 7 years,4,Male single,None,2,Car or other property,31,None,Rent,2,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,41,Medium review
APP-0180,< 0 DM,21,Critical or other credit,New car,571,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,65,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,50+,58,Medium review
APP-0181,No checking account,36,Past delay,Business,9572,< 100 DM,< 1 year,1,Male divorced,None,1,Car or other property,28,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,">= 8,000 DM",25 to 36 months,25 to 34,80,High review
APP-0182,0 to 200 DM,36,Past delay,Business,4455,< 100 DM,1 to 4 years,2,Male divorced,None,2,Real estate,30,Stores,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,86,High review
APP-0183,< 0 DM,21,All paid at this bank,New car,1647,Unknown or none,1 to 4 years,4,Male single,None,2,Building society savings or life insurance,40,None,Own,2,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,67,High review
APP-0184,No checking account,24,Critical or other credit,Furniture or equipment,3777,>= 1000 DM,1 to 4 years,4,Male single,None,4,Real estate,50,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,30,Low review
APP-0185,0 to 200 DM,18,Critical or other credit,New car,884,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,36,Bank,Own,1,Skilled employee,2,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,48,Medium review
APP-0186,No checking account,15,Critical or other credit,Radio or television,1360,< 100 DM,1 to 4 years,4,Male single,None,2,Building society savings or life insurance,31,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,43,Medium review
APP-0187,0 to 200 DM,9,All paid at this bank,Used car,5129,< 100 DM,>= 7 years,2,Female divorced or married,None,4,Unknown or no property,74,Bank,For free,1,Management or highly qualified,2,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",Up to 12 months,50+,59,Medium review
APP-0188,0 to 200 DM,16,Critical or other credit,New car,1175,< 100 DM,Unemployed,2,Male single,None,3,Car or other property,68,None,For free,3,Unemployed or unskilled nonresident,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,50+,61,High review
APP-0189,< 0 DM,12,Existing paid duly,Radio or television,674,100 to 500 DM,4 to 7 years,4,Male married or widowed,None,1,Building society savings or life insurance,20,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,59,Medium review
APP-0190,0 to 200 DM,18,No prior credit,Furniture or equipment,3244,< 100 DM,1 to 4 years,1,Female divorced or married,None,4,Car or other property,33,Bank,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,75,High review
APP-0191,No checking account,24,Existing paid duly,Business,4591,>= 1000 DM,1 to 4 years,2,Male single,None,3,Building society savings or life insurance,54,None,Own,3,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,50+,36,Medium review
APP-0192,0 to 200 DM,48,No prior credit,Business,3844,100 to 500 DM,4 to 7 years,4,Male single,None,4,Unknown or no property,34,None,For free,1,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",More than 36 months,25 to 34,76,High review
APP-0193,0 to 200 DM,27,Existing paid duly,Business,3915,< 100 DM,1 to 4 years,4,Male single,None,2,Car or other property,36,None,Own,1,Skilled employee,2,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,35 to 49,64,High review
APP-0194,No checking account,6,Existing paid duly,Radio or television,2108,< 100 DM,4 to 7 years,2,Male married or widowed,None,2,Real estate,29,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,41,Medium review
APP-0195,0 to 200 DM,45,Existing paid duly,Radio or television,3031,100 to 500 DM,1 to 4 years,4,Male single,Guarantor,4,Building society savings or life insurance,21,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",More than 36 months,< 25,71,High review
APP-0196,0 to 200 DM,9,Critical or other credit,Education,1501,< 100 DM,>= 7 years,2,Female divorced or married,None,3,Car or other property,34,None,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,25 to 34,51,Medium review
APP-0197,No checking account,6,Critical or other credit,Radio or television,1382,< 100 DM,1 to 4 years,1,Female divorced or married,None,1,Car or other property,28,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,38,Medium review
APP-0198,0 to 200 DM,12,Existing paid duly,Furniture or equipment,951,100 to 500 DM,< 1 year,4,Female divorced or married,None,4,Car or other property,27,Bank,Rent,4,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,52,Medium review
APP-0199,0 to 200 DM,24,Existing paid duly,Used car,2760,Unknown or none,>= 7 years,4,Male single,None,4,Unknown or no property,36,Bank,For free,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,46,Medium review
APP-0200,0 to 200 DM,18,Past delay,Furniture or equipment,4297,< 100 DM,>= 7 years,4,Male divorced,None,3,Unknown or no property,40,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,35 to 49,72,High review
APP-0201,No checking account,9,Critical or other credit,Education,936,500 to 1000 DM,>= 7 years,4,Male single,None,2,Car or other property,52,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,19,Low review
APP-0202,< 0 DM,12,Existing paid duly,New car,1168,< 100 DM,1 to 4 years,4,Male married or widowed,None,3,Real estate,27,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,64,High review
APP-0203,No checking account,27,Past delay,Business,5117,< 100 DM,4 to 7 years,3,Male single,None,4,Car or other property,26,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,69,High review
APP-0204,< 0 DM,12,Existing paid duly,Retraining,902,< 100 DM,4 to 7 years,4,Male married or widowed,None,4,Building society savings or life insurance,21,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,65,High review
APP-0205,No checking account,12,Critical or other credit,New car,1495,< 100 DM,>= 7 years,4,Male single,None,1,Real estate,38,None,Own,2,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,29,Low review
APP-0206,< 0 DM,30,Critical or other credit,Used car,10623,< 100 DM,>= 7 years,3,Male single,None,4,Unknown or no property,38,None,For free,3,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",25 to 36 months,35 to 49,75,High review
APP-0207,No checking account,12,Critical or other credit,Furniture or equipment,1935,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,43,None,Own,3,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,33,Low review
APP-0208,0 to 200 DM,12,Critical or other credit,Domestic appliances,1424,< 100 DM,4 to 7 years,4,Male single,None,3,Building society savings or life insurance,26,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,49,Medium review
APP-0209,< 0 DM,24,Existing paid duly,Business,6568,< 100 DM,1 to 4 years,2,Male married or widowed,None,2,Car or other property,21,Stores,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,< 25,81,High review
APP-0210,No checking account,12,Existing paid duly,Used car,1413,>= 1000 DM,4 to 7 years,3,Male single,None,2,Building society savings or life insurance,55,None,Own,1,Skilled employee,1,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,20,Low review
APP-0211,No checking account,9,Critical or other credit,Radio or television,3074,Unknown or none,1 to 4 years,1,Male single,None,2,Real estate,33,None,Own,2,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,34,Low review
APP-0212,No checking account,36,Existing paid duly,Radio or television,3835,Unknown or none,>= 7 years,2,Female divorced or married,None,4,Real estate,45,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,35 to 49,37,Medium review
APP-0213,< 0 DM,27,No prior credit,Business,5293,< 100 DM,Unemployed,2,Male single,None,4,Building society savings or life insurance,50,Stores,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,50+,98,High review
APP-0214,>= 200 DM,30,Past delay,Business,1908,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,66,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,50+,63,High review
APP-0215,No checking account,36,Critical or other credit,Radio or television,3342,Unknown or none,>= 7 years,4,Male single,None,2,Car or other property,51,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,50+,35,Medium review
APP-0216,0 to 200 DM,6,Critical or other credit,Retraining,932,Unknown or none,4 to 7 years,1,Female divorced or married,None,3,Building society savings or life insurance,39,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,37,Medium review
APP-0217,< 0 DM,18,No prior credit,Business,3104,< 100 DM,4 to 7 years,3,Male single,None,1,Building society savings or life insurance,31,Bank,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,82,High review
APP-0218,>= 200 DM,36,Existing paid duly,Radio or television,3913,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,23,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,< 25,62,High review
APP-0219,< 0 DM,24,Existing paid duly,Furniture or equipment,3021,< 100 DM,1 to 4 years,2,Male divorced,None,2,Real estate,24,None,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,77,High review
APP-0220,No checking account,10,Existing paid duly,New car,1364,< 100 DM,1 to 4 years,2,Female divorced or married,None,4,Car or other property,64,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,36,Medium review
APP-0221,0 to 200 DM,12,Existing paid duly,Radio or television,625,< 100 DM,< 1 year,4,Male married or widowed,Guarantor,1,Real estate,26,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,58,Medium review
APP-0222,< 0 DM,12,Existing paid duly,Education,1200,Unknown or none,1 to 4 years,4,Female divorced or married,None,4,Building society savings or life insurance,23,Bank,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,60,High review
APP-0223,No checking account,12,Existing paid duly,Radio or television,707,< 100 DM,1 to 4 years,4,Male single,None,2,Real estate,30,Bank,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,40,Medium review
APP-0224,No checking account,24,Past delay,Business,2978,Unknown or none,1 to 4 years,4,Male single,None,4,Real estate,32,None,Own,2,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,55,Medium review
APP-0225,No checking account,15,Existing paid duly,Used car,4657,< 100 DM,1 to 4 years,3,Male single,None,2,Car or other property,30,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,53,Medium review
APP-0226,No checking account,36,No prior credit,Repairs,2613,< 100 DM,1 to 4 years,4,Male single,None,2,Car or other property,27,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,66,High review
APP-0227,0 to 200 DM,48,Existing paid duly,Radio or television,10961,>= 1000 DM,4 to 7 years,1,Male single,Co-applicant,2,Unknown or no property,27,Bank,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,25 to 34,65,High review
APP-0228,< 0 DM,12,Existing paid duly,Furniture or equipment,7865,< 100 DM,>= 7 years,4,Male single,None,4,Unknown or no property,53,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",Up to 12 months,50+,63,High review
APP-0229,No checking account,9,Existing paid duly,Radio or television,1478,< 100 DM,4 to 7 years,4,Male single,None,2,Car or other property,22,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,41,Medium review
APP-0230,< 0 DM,24,Existing paid duly,Furniture or equipment,3149,< 100 DM,< 1 year,4,Male single,None,1,Unknown or no property,22,Bank,For free,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,81,High review
APP-0231,>= 200 DM,36,Existing paid duly,Radio or television,4210,< 100 DM,1 to 4 years,4,Male single,None,2,Car or other property,26,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,62,High review
APP-0232,No checking account,9,Existing paid duly,New car,2507,500 to 1000 DM,>= 7 years,2,Male single,None,4,Unknown or no property,51,None,For free,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,25,Low review
APP-0233,No checking account,12,Existing paid duly,Radio or television,2141,100 to 500 DM,4 to 7 years,3,Male single,None,1,Unknown or no property,35,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,31,Low review
APP-0234,0 to 200 DM,18,Existing paid duly,Radio or television,866,< 100 DM,1 to 4 years,4,Male married or widowed,Guarantor,2,Real estate,25,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,59,Medium review
APP-0235,No checking account,4,Critical or other credit,Radio or television,1544,< 100 DM,4 to 7 years,2,Male single,None,1,Real estate,42,None,Own,3,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,35,Medium review
APP-0236,< 0 DM,24,Existing paid duly,Radio or television,1823,< 100 DM,Unemployed,4,Male single,None,2,Car or other property,30,Stores,Own,1,Management or highly qualified,2,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,81,High review
APP-0237,0 to 200 DM,6,Existing paid duly,New car,14555,Unknown or none,Unemployed,1,Male single,None,2,Building society savings or life insurance,23,None,Own,1,Unemployed or unskilled nonresident,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",Up to 12 months,< 25,70,High review
APP-0238,0 to 200 DM,21,Existing paid duly,Business,2767,100 to 500 DM,>= 7 years,4,Male divorced,None,2,Car or other property,61,Bank,Rent,2,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,50+,48,Medium review
APP-0239,No checking account,12,Critical or other credit,Radio or television,1291,< 100 DM,1 to 4 years,4,Female divorced or married,None,2,Building society savings or life insurance,35,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,34,Low review
APP-0240,< 0 DM,30,Existing paid duly,Radio or television,2522,< 100 DM,>= 7 years,1,Male single,Guarantor,3,Building society savings or life insurance,39,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,35 to 49,69,High review
APP-0241,< 0 DM,24,Existing paid duly,New car,915,Unknown or none,>= 7 years,4,Female divorced or married,None,2,Car or other property,29,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,25 to 34,56,Medium review
APP-0242,No checking account,6,Existing paid duly,Radio or television,1595,< 100 DM,4 to 7 years,3,Male single,None,2,Building society savings or life insurance,51,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,37,Medium review
APP-0243,< 0 DM,48,No prior credit,Used car,4605,< 100 DM,>= 7 years,3,Male single,None,4,Unknown or no property,24,None,For free,2,Skilled employee,2,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,< 25,98,High review
APP-0244,No checking account,12,Critical or other credit,Business,1185,< 100 DM,1 to 4 years,3,Female divorced or married,None,2,Real estate,27,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,38,Medium review
APP-0245,No checking account,12,All paid at this bank,Retraining,3447,500 to 1000 DM,1 to 4 years,4,Female divorced or married,None,3,Real estate,35,None,Own,1,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,36,Medium review
APP-0246,No checking account,24,Existing paid duly,Business,1258,< 100 DM,4 to 7 years,4,Male single,None,1,Real estate,25,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,42,Medium review
APP-0247,No checking account,12,Critical or other credit,Radio or television,717,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,52,None,Own,3,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,29,Low review
APP-0248,No checking account,6,No prior credit,New car,1204,100 to 500 DM,1 to 4 years,4,Male single,None,1,Unknown or no property,35,Bank,Rent,1,Skilled employee,1,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,42,Medium review
APP-0249,>= 200 DM,24,Existing paid duly,Furniture or equipment,1925,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,26,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,53,Medium review
APP-0250,No checking account,18,Existing paid duly,Radio or television,433,< 100 DM,Unemployed,3,Female divorced or married,Co-applicant,4,Real estate,22,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,< 25,57,Medium review
APP-0251,< 0 DM,6,Critical or other credit,New car,666,>= 1000 DM,4 to 7 years,3,Female divorced or married,None,4,Real estate,39,None,Own,2,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,42,Medium review
APP-0252,>= 200 DM,12,Existing paid duly,Furniture or equipment,2251,< 100 DM,1 to 4 years,1,Female divorced or married,None,2,Car or other property,46,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,44,Medium review
APP-0253,0 to 200 DM,30,Existing paid duly,New car,2150,< 100 DM,1 to 4 years,4,Female divorced or married,Guarantor,2,Unknown or no property,24,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,< 25,72,High review
APP-0254,No checking account,24,Past delay,Furniture or equipment,4151,100 to 500 DM,1 to 4 years,2,Male single,None,3,Building society savings or life insurance,35,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,57,Medium review
APP-0255,0 to 200 DM,9,Existing paid duly,Furniture or equipment,2030,Unknown or none,4 to 7 years,2,Male single,None,1,Car or other property,24,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,< 25,51,Medium review
APP-0256,0 to 200 DM,60,Past delay,Radio or television,7418,Unknown or none,1 to 4 years,1,Male single,None,1,Real estate,27,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,25 to 34,83,High review
APP-0257,No checking account,24,Critical or other credit,Radio or television,2684,< 100 DM,1 to 4 years,4,Male single,None,2,Real estate,35,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,43,Medium review
APP-0258,< 0 DM,12,All paid at this bank,Radio or television,2149,< 100 DM,1 to 4 years,4,Male divorced,None,1,Unknown or no property,29,None,For free,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,25 to 34,74,High review
APP-0259,No checking account,15,Existing paid duly,Used car,3812,100 to 500 DM,< 1 year,1,Female divorced or married,None,4,Car or other property,23,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,51,Medium review
APP-0260,No checking account,11,Critical or other credit,Radio or television,1154,100 to 500 DM,Unemployed,4,Female divorced or married,None,4,Real estate,57,None,Own,3,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,36,Medium review
APP-0261,< 0 DM,12,Existing paid duly,Furniture or equipment,1657,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,27,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,68,High review
APP-0262,< 0 DM,24,Existing paid duly,Radio or television,1603,< 100 DM,>= 7 years,4,Female divorced or married,None,4,Car or other property,55,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,64,High review
APP-0263,< 0 DM,18,Critical or other credit,New car,5302,< 100 DM,>= 7 years,2,Male single,None,4,Unknown or no property,36,None,For free,3,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,66,High review
APP-0264,No checking account,12,Critical or other credit,Education,2748,< 100 DM,>= 7 years,2,Female divorced or married,None,4,Unknown or no property,57,Bank,For free,3,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,33,Low review
APP-0265,No checking account,10,Critical or other credit,New car,1231,< 100 DM,>= 7 years,3,Male single,None,4,Real estate,32,None,Own,2,Unskilled resident,2,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,33,Low review
APP-0266,0 to 200 DM,15,Existing paid duly,Radio or television,802,< 100 DM,>= 7 years,4,Male single,None,3,Car or other property,37,None,Own,1,Skilled employee,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,50,Medium review
APP-0267,No checking account,36,Critical or other credit,Business,6304,Unknown or none,>= 7 years,4,Male single,None,4,Real estate,36,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,35 to 49,39,Medium review
APP-0268,No checking account,24,Existing paid duly,Radio or television,1533,< 100 DM,< 1 year,4,Female divorced or married,None,3,Car or other property,38,Stores,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,49,Medium review
APP-0269,< 0 DM,14,Existing paid duly,New car,8978,< 100 DM,>= 7 years,1,Male divorced,None,4,Building society savings or life insurance,45,None,Own,1,Management or highly qualified,1,Phone registered,Not foreign worker,Default risk,1,">= 8,000 DM",13 to 24 months,35 to 49,72,High review
APP-0270,No checking account,24,Existing paid duly,Radio or television,999,Unknown or none,>= 7 years,4,Male single,None,2,Car or other property,25,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,32,Low review
APP-0271,No checking account,18,Existing paid duly,New car,2662,Unknown or none,4 to 7 years,4,Male single,None,3,Building society savings or life insurance,32,None,Own,1,Skilled employee,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,38,Medium review
APP-0272,No checking account,12,Critical or other credit,Furniture or equipment,1402,500 to 1000 DM,4 to 7 years,3,Female divorced or married,None,4,Car or other property,37,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,21,Low review
APP-0273,0 to 200 DM,48,All paid at this bank,New car,12169,Unknown or none,Unemployed,4,Male single,Co-applicant,4,Unknown or no property,36,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,83,High review
APP-0274,0 to 200 DM,48,Existing paid duly,Radio or television,3060,< 100 DM,4 to 7 years,4,Male single,None,4,Real estate,28,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",More than 36 months,25 to 34,70,High review
APP-0275,< 0 DM,30,Existing paid duly,Repairs,11998,< 100 DM,< 1 year,1,Male divorced,None,1,Unknown or no property,34,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",25 to 36 months,25 to 34,90,High review
APP-0276,No checking account,9,Existing paid duly,Radio or television,2697,< 100 DM,1 to 4 years,1,Male single,None,2,Real estate,32,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,44,Medium review
APP-0277,No checking account,18,Critical or other credit,Radio or television,2404,< 100 DM,1 to 4 years,2,Female divorced or married,None,2,Car or other property,26,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,47,Medium review
